species,filename,mean_R,mean_G,mean_B,mean_brightness,contrast
PerletovecStribropasek,PerletovecStribropasek_Vapenky_IMG_20200731_164440.jpg,70.0092,101.465485,41.70547,85.24741,61.253445
PerletovecStribropasek,PerletovecStribropasek_Vapenky_IMG_20200731_164444.jpg,81.58028,111.70506,41.788292,94.72727,62.63235
PerletovecStribropasek,PerletovecStribropasek_Vapenky_IMG_20200731_164453.jpg,93.37522,120.81726,60.842804,105.775085,59.85055
PerletovecStribropasek,PerletovecStribropasek_Vapenky_IMG_20200731_164456.jpg,100.43395,123.737434,62.679913,109.809044,58.899
PerletovecStribropasek,PerletovecStribropasek_Vapenky_IMG_20200731_164524.jpg,59.450222,60.982185,45.495262,58.758633,74.02276
PerletovecStribropasek,PerletovecStribropasek_Vapenky_IMG_20200731_164527.jpg,59.55607,61.11064,39.720337,58.20732,72.14603
PerletovecStribropasek,PerletovecStribropasek_Vapenky_IMG_20200731_164531.jpg,69.92524,91.01212,42.25285,79.1487,74.138374
PerletovecStribropasek,PerletovecStribropasek_Vapenky_IMG_20200731_165349.jpg,78.28664,109.12843,52.95813,93.50343,53.06455
PerletovecStribropasek,PerletovecStribropasek_Vapenky_IMG_20200731_165352.jpg,87.61523,104.29962,62.849285,94.58567,50.228592
PerletovecStribropasek,PerletovecStribropasek_Vapenky_IMG_20200731_165401.jpg,107.85106,127.41082,85.60848,116.79699,66.17398
PerletovecVelky,PerletovecVelky_Kvilda_IMG_20200714_133259.jpg,143.62656,140.25517,82.21016,134.64627,49.217796
PerletovecVelky,PerletovecVelky_Kvilda_IMG_20200714_133301.jpg,153.20583,147.5967,91.301895,142.85616,50.51527
PerletovecVelky,PerletovecVelky_Kvilda_IMG_20200714_133304.jpg,152.67397,150.23282,92.40495,144.37042,50.45077
PerletovecVelky,PerletovecVelky_Kvilda_IMG_20200714_133304_1.jpg,156.93822,153.87428,95.73715,148.16292,49.458664
PerletovecVelky,PerletovecVelky_Kvilda_IMG_20200714_133305.jpg,152.887,148.42422,93.49714,143.49687,51.061405
PerletovecVelky,PerletovecVelky_Kvilda_IMG_20200714_133306.jpg,153.37512,148.6157,92.93728,143.69139,50.159466
PerletovecVelky,PerletovecVelky_Kvilda_IMG_20200714_133311.jpg,149.97087,152.84953,92.41133,145.09882,46.236782
PerletovecVelky,PerletovecVelky_Kvilda_IMG_20200714_133312.jpg,146.9215,150.9022,91.51435,142.9416,46.3394
PerletovecVelky,PerletovecVelky_Kvilda_IMG_20200714_133314.jpg,157.59032,158.19366,100.24929,151.40762,45.40083
PerletovecVelky,PerletovecVelky_Zadov_IMG_20200713_172154.jpg,115.94433,138.26884,67.0303,123.47263,55.064716
PerletovecVelky,PerletovecVelky_Zadov_IMG_20200713_172259.jpg,74.85803,106.952995,38.507225,89.55384,63.853905
PerletovecVelky,PerletovecVelky_Zadov_IMG_20200713_172302.jpg,80.787056,106.91378,39.517147,91.41875,62.605293
PerletovecVelky,PerletovecVelky_Zadov_IMG_20200713_172304.jpg,71.33853,92.63904,33.083847,79.480896,59.79605
PerletovecVelky,PerletovecVelky_Zadov_IMG_20200713_172305.jpg,71.66015,93.07631,33.120182,79.83788,59.44713
PerletovecVelky,PerletovecVelky_Zadov_IMG_20200713_172307.jpg,76.46959,98.60836,33.909885,84.61328,60.146816
PerletovecVelky,PerletovecVelky_Zadov_IMG_20200713_172309.jpg,63.96735,82.76894,29.151325,71.03481,56.958645
PerletovecVelky,PerletovecVelky_Zadov_IMG_20200713_172311.jpg,72.59995,97.4223,34.387592,82.81455,58.20687
PerletovecVelky,PerletovecVelky_Zadov_IMG_20200713_172317.jpg,82.20144,108.47243,39.811287,92.790085,61.73264
PerletovecVelky,PerletovecVelky_Zadov_IMG_20200713_172319.jpg,82.03707,106.59834,39.552162,91.61133,61.774002
PerletovecVelky,PerletovecVelky_Zadov_IMG_20200713_172324.jpg,72.73565,105.01495,36.34933,87.53555,54.29029
PerletovecVelky,PerletovecVelky_Zadov_IMG_20200713_172327.jpg,78.51463,113.77884,41.04103,94.94286,55.567734
Perletovec,Perletovec_Havraniky_20180704_083537.jpg,118.02879,113.09425,97.61122,112.80467,61.9296
Perletovec,Perletovec_Havraniky_20180704_092109.jpg,134.70717,122.25356,115.05355,125.15634,43.558666
Perletovec,Perletovec_Havraniky_20180704_092308.jpg,145.52246,130.01308,102.552185,131.51978,28.330114
Perletovec,Perletovec_Havraniky_20180704_092323.jpg,139.95743,124.46364,84.97332,124.59444,33.60495
Perletovec,Perletovec_Havraniky_20180704_092432.jpg,144.91887,128.18529,106.822136,130.75325,40.73667
Perletovec,Perletovec_Havraniky_20180704_092435.jpg,145.90979,126.98099,103.45395,129.95872,37.667637
Perletovec,Perletovec_Havraniky_20180704_092439.jpg,145.1184,126.32853,100.45289,128.99698,38.736637
Perletovec,Perletovec_Havraniky_20180704_092442.jpg,144.48965,125.33679,100.36749,128.21684,39.249466
Perletovec,Perletovec_Havraniky_20180706_125556.jpg,137.99068,122.72411,109.56895,125.78917,49.897133
Perletovec,Perletovec_Havraniky_20180706_125606.jpg,137.18413,119.226944,100.80911,122.49643,49.686096
Perletovec,Perletovec_Havraniky_20180706_125607.jpg,137.66396,119.7171,102.7999,123.154625,49.544434
Perletovec,Perletovec_Kladska_20170718_161514.jpg,161.04263,167.3512,64.819595,153.77623,33.378044
Perletovec,Perletovec_Kladska_20170718_161703.jpg,154.6229,163.43504,56.997025,148.6662,43.380997
Perletovec,Perletovec_Kladska_20170718_161706.jpg,153.87276,161.5002,55.52969,147.13884,44.314552
Perletovec,Perletovec_Kladska_20170718_161720.jpg,165.57756,165.2807,62.34402,153.63467,42.966557
Perletovec,Perletovec_MlynSedlec_20170703_152155.jpg,146.49455,128.38367,71.80075,127.34829,46.119015
Perletovec,Perletovec_MlynSedlec_20170703_152158.jpg,143.72192,125.640434,69.88143,124.69017,46.344753
Perletovec,Perletovec_MlynSedlec_20170703_152203.jpg,146.10443,127.77706,72.75181,126.98399,45.770916
Perletovec,Perletovec_MlynSedlec_20170703_152236.jpg,138.21991,119.809555,58.704544,118.348206,47.293457
Perletovec,Perletovec_MlynSedlec_20170703_152237.jpg,141.10255,123.60448,61.85349,121.796875,44.66408
Perletovec,Perletovec_MlynSedlec_20170706_140818.jpg,62.71375,64.614746,37.724243,60.98083,27.222923
Perletovec,Perletovec_MlynSedlec_20170706_140820.jpg,64.3742,64.844955,38.274094,61.67512,29.211027
Perletovec,Perletovec_MlynSedlec_20170706_140822.jpg,63.836163,64.0338,38.82615,61.100986,29.45529
Perletovec,Perletovec_MlynSedlec_20170706_140825.jpg,64.65115,63.942635,36.985844,61.081387,28.948477
Perletovec,Perletovec_MlynSedlec_20170706_140827.jpg,62.212875,62.048424,35.898556,59.11651,27.3243
Perletovec,Perletovec_MlynSedlec_20170706_140829.jpg,60.997337,61.52704,35.963554,58.454494,30.040907
Perletovec,Perletovec_MlynSedlec_20170706_140836.jpg,71.25741,69.98788,44.083664,67.41435,29.16871
Perletovec,Perletovec_NovaLhota_IMG_20190701_160538.jpg,145.47612,155.4076,86.14289,144.542,34.893784
Perletovec,Perletovec_NovaLhota_IMG_20190701_160539.jpg,142.74402,152.16965,83.64952,141.54027,35.888863
Perletovec,Perletovec_NovaLhota_IMG_20190701_160544.jpg,154.12914,165.74516,90.25141,153.66563,35.22485
Perletovec,Perletovec_NoveHrady_IMG_20190717_102452.jpg,77.77432,116.24388,36.382484,95.63733,52.411686
Perletovec,Perletovec_NoveHrady_IMG_20190717_102454.jpg,89.224495,127.48792,40.011314,106.07481,54.369022
Perletovec,Perletovec_NoveHrady_IMG_20190717_102456.jpg,97.22539,131.38136,42.18516,111.00051,56.859905
Perletovec,Perletovec_Prameny_20180716_110523.jpg,121.346825,123.79795,42.082306,113.74944,31.469778
Perletovec,Perletovec_Prameny_20180716_110525.jpg,124.232254,124.78603,45.90347,115.62784,34.542126
Perletovec,Perletovec_Prameny_20180716_110534.jpg,117.5664,124.05569,46.31631,113.25313,36.250786
Perletovec,Perletovec_Prameny_20180716_110535.jpg,116.77378,125.926674,43.546913,113.798645,35.447796
Perletovec,Perletovec_Prameny_20180716_110728.jpg,111.39933,127.7644,37.3617,112.56536,36.875114
Perletovec,Perletovec_Prameny_20180716_110733.jpg,110.091286,127.12754,33.110706,111.31589,35.45475
Perletovec,Perletovec_Sisak_20150810_093046.jpg,97.680695,122.493546,55.347572,107.41983,51.58128
Perletovec,Perletovec_Sisak_20150810_093050.jpg,94.819115,113.93742,51.456074,101.09815,50.22601
Perletovec,Perletovec_Sisak_20150810_093053(0).jpg,101.6955,118.461174,53.96221,106.09531,48.943504
Perletovec,Perletovec_Sisak_20150810_093053.jpg,100.65681,116.49972,52.91641,104.51427,49.066967
Perletovec,Perletovec_Sisak_20150810_093104.jpg,126.18675,131.27495,64.6528,122.15872,52.0579
Perletovec,Perletovec_Sisak_20150810_093105.jpg,124.34452,128.72986,62.75804,119.89788,50.63528
Perletovec,Perletovec_Sisak_20150810_093106.jpg,126.45602,131.15309,64.96213,122.20289,51.41101
Perletovec,Perletovec_Sisak_20150810_093123.jpg,131.95064,137.25868,68.955635,127.88508,50.09724
Perletovec,Perletovec_Sisak_20150810_093126.jpg,129.24149,133.57336,66.487625,124.630356,50.43012
Perletovec,Perletovec_Sisak_20180807_124409.jpg,102.11454,120.86281,40.720955,106.12095,54.29984
Perletovec,Perletovec_Sisak_20180807_124410.jpg,101.57197,120.168205,40.777805,105.55742,55.650394
Perletovec,Perletovec_Sisak_20180807_124411.jpg,98.053375,116.059326,37.61716,101.73317,54.073227
PrastevnikChrastavcovy,PrastevnikChrastavcovy_Kolovraty_IMG_20200810_135510.jpg,96.239685,117.94887,51.861942,103.92399,53.8556
PrastevnikChrastavcovy,PrastevnikChrastavcovy_Kolovraty_IMG_20200810_135513.jpg,90.08086,105.5455,44.64155,93.9785,53.570812
PrastevnikChrastavcovy,PrastevnikChrastavcovy_Kolovraty_IMG_20200810_135517.jpg,91.7541,104.406906,44.044907,93.74242,53.863342
PrastevnikChrastavcovy,PrastevnikChrastavcovy_Kolovraty_IMG_20200810_135519.jpg,90.83639,103.57426,43.961914,92.96985,53.423996
PrastevnikChrastavcovy,PrastevnikChrastavcovy_Kolovraty_IMG_20200810_135527.jpg,86.09741,97.19824,42.09844,87.59773,51.729855
PrastevnikChrastavcovy,PrastevnikChrastavcovy_Kolovraty_IMG_20200810_135533.jpg,100.03688,130.64049,50.306152,112.331924,50.78224
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163439.jpg,196.45432,189.33823,134.11482,185.17036,36.423397
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163443.jpg,127.98796,120.590965,67.53813,116.754555,38.683258
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163449(0).jpg,138.84648,129.37817,72.69947,125.748024,38.5229
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163449.jpg,138.17697,129.01227,72.70437,125.3334,37.623848
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163617.jpg,190.466,178.1759,106.854675,173.71997,42.11648
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163619.jpg,188.7728,175.90768,104.4814,171.6118,45.56841
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163627.jpg,193.8647,181.6576,106.47504,176.73677,40.49121
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163631.jpg,166.19844,149.99673,101.13673,149.27095,60.70763
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163635.jpg,172.0486,154.6454,107.46079,154.46992,59.02303
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163701.jpg,202.19818,187.18016,105.14796,182.319,43.382446
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163709.jpg,212.07248,196.22223,129.40596,193.34427,42.689835
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163719.jpg,152.64926,131.48224,67.560326,130.52425,47.258503
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163720.jpg,152.62192,131.06613,65.47111,130.03348,46.734425
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163724.jpg,149.33813,126.020775,67.546074,126.32642,49.434166
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163726.jpg,148.0821,123.98384,67.39851,124.73839,49.922825
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163731.jpg,145.98047,125.31407,59.47303,123.98749,45.21008
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163744.jpg,108.93256,91.870094,45.68637,91.706924,42.254227
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163746.jpg,107.415764,90.37911,44.743565,90.270546,42.31885
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163814.jpg,128.55923,107.30973,61.18835,108.40561,44.601692
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163822.jpg,175.14069,153.06558,102.86919,153.9437,51.412804
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163844.jpg,158.6012,138.80853,81.225914,138.16208,46.959255
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163846.jpg,151.89774,133.5534,76.95225,132.58594,48.327015
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163900.jpg,144.84077,127.12425,64.399445,125.270935,44.13808
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163905.jpg,151.45995,140.44083,66.20524,135.2727,52.32235
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163906.jpg,156.67857,143.88832,67.54005,139.00876,54.499664
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163928.jpg,73.5704,70.37601,16.892208,65.23401,35.072067
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_163938.jpg,125.200775,120.5854,39.53635,112.725655,44.835884
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_164048.jpg,106.81037,92.062675,45.751534,91.192825,45.600437
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_164056.jpg,104.11955,89.65234,45.60812,88.95698,48.694202
PrastevnikHluchavkovy,PrastevnikHluchavkovy_KladskaPrameny_20170718_164058.jpg,143.92642,124.733826,71.66669,124.42263,60.51127
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_141740.jpg,97.33818,120.902885,50.159992,105.792465,49.739277
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_141743.jpg,97.557465,120.09403,51.852783,105.576,45.495476
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_141746.jpg,105.754585,128.68776,58.929264,113.87833,44.496014
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_141747.jpg,104.627365,125.98727,61.21397,112.21652,44.857864
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_141750.jpg,98.883675,121.34091,57.018307,107.29331,45.247143
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_141755.jpg,99.515396,109.59077,72.388954,102.337105,58.364746
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_141757.jpg,95.09306,103.80754,73.626625,97.761314,58.40634
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_141815.jpg,103.777306,112.464516,78.27128,105.96893,58.89432
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_141818.jpg,94.49931,105.2151,62.422474,97.13268,51.365677
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_141820.jpg,96.828064,105.48352,65.43795,98.33031,52.32978
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_141840.jpg,89.458145,111.93593,48.557106,97.98987,43.332317
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_141842.jpg,93.52688,114.83635,49.51744,101.018326,43.511658
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_141903.jpg,99.6446,117.64911,69.85177,106.81687,45.588383
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_141906.jpg,102.92091,120.84707,72.20472,109.94189,41.78795
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_141922.jpg,107.0799,126.41727,76.301346,114.922195,38.2609
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_141925.jpg,106.99291,126.57969,76.21797,114.981926,37.5908
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_141948.jpg,123.92712,130.59445,103.42616,125.50377,40.139698
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_141954.jpg,121.923645,128.00932,99.60494,122.95161,40.20519
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_141955.jpg,122.9387,129.60306,99.82391,124.215576,39.6998
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_142014.jpg,109.84766,132.76955,71.07122,118.882324,40.056767
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_142022.jpg,99.86919,126.430214,64.29192,111.40471,38.608543
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_142145.jpg,102.250755,107.40341,88.232,103.677185,65.24235
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_142203.jpg,99.91259,110.43204,71.595116,102.859314,54.876823
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_142205.jpg,96.30884,105.39173,72.34299,98.90847,55.125603
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_142218.jpg,83.8255,103.32827,49.120068,91.31718,47.427574
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_142309.jpg,89.97108,112.87412,52.22716,99.11237,43.840004
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_142330.jpg,114.838264,123.87666,89.09192,117.20873,44.94417
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_142334.jpg,109.75183,109.847916,79.031975,106.30605,50.585445
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_142343.jpg,118.17152,122.00795,78.4156,115.89138,50.140812
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_142423.jpg,127.09936,127.07403,100.70421,124.075424,54.724426
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_142424.jpg,132.07129,131.87971,105.48393,128.92784,54.641148
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_142432.jpg,117.09392,119.46575,87.92491,115.160866,54.95411
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_142512.jpg,101.59255,96.5746,65.62534,94.546814,53.772457
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_142615.jpg,152.00955,151.88858,124.60069,148.81396,53.531517
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_142628.jpg,96.2063,112.59957,59.601753,101.65624,49.905277
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_142630.jpg,93.48256,108.92806,57.33362,98.428116,50.281693
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_142633.jpg,92.47803,107.339226,59.478436,97.43962,51.442467
PrastevnikHluchavkovy,PrastevnikHluchavkovy_Kladska_20180718_142640.jpg,98.13813,108.05576,65.75442,100.2681,53.779434
PrastevnikJitrocelovy,PrastevnikJitrocelovy_DavidovyBoudy_IMG_20210723_155331.jpg,119.30853,159.32138,64.552986,136.5539,44.297173
PrastevnikJitrocelovy,PrastevnikJitrocelovy_DavidovyBoudy_IMG_20210723_155335.jpg,105.683,142.98471,53.076443,121.58204,37.76836
PrastevnikJitrocelovy,PrastevnikJitrocelovy_DavidovyBoudy_IMG_20210723_155349.jpg,96.77425,134.2035,59.614048,114.50906,43.976006
PrastevnikJitrocelovy,PrastevnikJitrocelovy_DavidovyBoudy_IMG_20210723_155352.jpg,94.340965,131.10522,55.497845,111.49348,44.938976
PrastevnikJitrocelovy,PrastevnikJitrocelovy_DavidovyBoudy_IMG_20210723_155353.jpg,93.367256,129.97617,54.272125,110.39986,44.723206
PrastevnikJitrocelovy,PrastevnikJitrocelovy_DavidovyBoudy_IMG_20210723_155357.jpg,104.229095,140.75429,61.725826,120.824,48.621822
PrastevnikJitrocelovy,PrastevnikJitrocelovy_DavidovyBoudy_IMG_20210723_155359.jpg,103.81493,140.17046,61.96334,120.38471,50.017853
PrastevnikJitrocelovy,PrastevnikJitrocelovy_DavidovyBoudy_IMG_20210723_155400.jpg,102.234924,137.78044,60.899914,118.38812,49.72033
PrastevnikJitrocelovy,PrastevnikJitrocelovy_DavidovyBoudy_IMG_20210723_155406.jpg,104.01817,137.95312,66.49313,119.6601,54.476025
PrastevnikJitrocelovy,PrastevnikJitrocelovy_DavidovyBoudy_IMG_20210723_155410.jpg,104.67186,137.71754,66.8994,119.763504,56.145702
PrastevnikJitrocelovy,PrastevnikJitrocelovy_DavidovyBoudy_IMG_20210723_155411.jpg,107.38462,141.20988,68.9703,122.86078,55.73038
PrastevnikKostivalovy,PrastevnikKostivalovy_DivokaSarka_IMG_20200828_131756.jpg,95.252235,121.47276,50.40268,105.53091,43.907806
PrastevnikKostivalovy,PrastevnikKostivalovy_DivokaSarka_IMG_20200828_131759.jpg,100.616776,125.22401,53.47853,109.68739,45.731873
PrastevnikKostivalovy,PrastevnikKostivalovy_DivokaSarka_IMG_20200828_131759_1.jpg,101.91955,125.13813,54.265865,110.11632,46.345055
PrastevnikKostivalovy,PrastevnikKostivalovy_DivokaSarka_IMG_20200828_133417.jpg,115.21649,142.0501,66.94931,125.465294,41.365543
PrastevnikKostivalovy,PrastevnikKostivalovy_DivokaSarka_IMG_20200828_133419.jpg,127.2096,152.0861,76.35104,136.01427,41.582397
PrastevnikKostivalovy,PrastevnikKostivalovy_DivokaSarka_IMG_20200828_133423.jpg,114.38189,143.27509,68.43139,126.10372,36.2218
PrastevnikKostivalovy,PrastevnikKostivalovy_DivokaSarka_IMG_20200828_133435.jpg,106.32466,135.4739,69.92337,119.28556,35.77518
PrastevnikKostivalovy,PrastevnikKostivalovy_DivokaSarka_IMG_20200828_133439.jpg,113.15502,143.6654,70.980934,126.25671,36.080444
PrastevnikKostivalovy,PrastevnikKostivalovy_DivokaSarka_IMG_20200828_133446.jpg,112.63458,141.68976,65.554,124.32261,33.584797
PrastevnikKostivalovy,PrastevnikKostivalovy_DivokaSarka_IMG_20200828_133452.jpg,112.522484,143.09216,64.637924,125.00795,32.19438
PrastevnikKostivalovy,PrastevnikKostivalovy_DivokaSarka_IMG_20200828_133453.jpg,112.16236,142.63556,64.27781,124.59125,31.81807
PrastevnikKostivalovy,PrastevnikKostivalovy_DivokaSarka_IMG_20200828_133456.jpg,102.55633,129.2644,58.787308,113.24422,31.680145
PrastevnikKostivalovy,PrastevnikKostivalovy_DivokaSarka_IMG_20200828_133506.jpg,102.22487,101.69077,65.20113,97.6905,47.59156
PrastevnikKostivalovy,PrastevnikKostivalovy_DivokaSarka_IMG_20200828_133509.jpg,107.69966,99.53268,68.50223,98.43721,50.1329
PrastevnikKostivalovy,PrastevnikKostivalovy_DivokaSarka_IMG_20200828_133510.jpg,104.803246,98.63707,66.24054,96.787636,50.28166
PrastevnikKostivalovy,PrastevnikKostivalovy_DivokaSarka_IMG_20200828_133513.jpg,109.7144,101.50973,71.39984,100.530426,52.888588
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101821.jpg,94.65529,94.768265,69.7995,91.88803,60.6949
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101823.jpg,102.96726,105.2812,75.906845,101.24059,58.17573
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101826.jpg,106.09936,105.95418,77.38083,102.740234,61.601425
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101829.jpg,104.5107,105.309494,80.02783,102.188545,61.00702
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101832.jpg,105.72036,107.0511,76.56575,103.17798,55.5086
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101832_1.jpg,127.95655,130.33124,98.098526,125.946625,57.995514
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101836.jpg,128.17929,133.53581,95.87804,127.6412,55.24599
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101837.jpg,130.77802,135.39107,96.08969,129.53133,55.743694
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101840.jpg,120.90069,125.645096,79.57263,118.97425,43.4233
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101841.jpg,113.49891,117.4219,73.2564,111.21408,42.188435
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101842.jpg,138.26213,142.06978,94.79672,135.54208,44.808422
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101845.jpg,125.34198,128.94887,87.897194,123.19043,49.607224
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101851.jpg,107.46776,105.29175,77.177635,102.73749,47.74487
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101853.jpg,128.36229,129.51898,102.37576,126.078896,72.47386
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101853_1.jpg,126.079445,128.62909,100.44044,124.65319,73.0006
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101854.jpg,127.41706,127.63495,100.28081,124.45135,69.350334
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101857.jpg,129.33661,133.96051,86.864815,127.20913,49.975784
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101858.jpg,131.87466,136.16647,87.65756,129.35341,50.0787
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101905.jpg,89.39935,95.991974,62.69544,90.22497,56.737648
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101909.jpg,121.79572,123.24024,79.52615,117.82509,50.455147
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101917.jpg,142.1324,136.5598,99.74802,134.02946,50.91743
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101919.jpg,91.67446,87.99437,70.23388,87.07004,45.960503
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101922.jpg,110.459946,107.17989,83.62963,105.475845,50.14121
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101924.jpg,92.822914,89.21494,68.09411,87.88594,48.326866
PrastevnikKostivalovy,PrastevnikKostivalovy_Kolovraty_IMG_20200807_101929.jpg,46.734497,44.22913,37.01756,44.156124,44.121838
